county,share_white2000
20185,.92915654
20187,.73981714
20189,.75440848
20191,.92760873
20193,.96341705
20195,.9731847
20197,.96216053
20199,.92795885
20201,.98411518
20203,.79968393
20205,.95885003
20207,.96231115
20209,.53565192
21001,.95417798
21003,.9716081
21005,.95798415
21007,.94938594
21009,.93744218
21011,.9659673
21013,.95595855
21015,.94209957
21017,.89569086
21019,.95124167
21021,.87107199
21023,.98184335
21025,.98128945
21027,.95395148
21029,.97720593
21031,.97489446
21033,.93611491
21035,.92320889
21037,.96248472
21039,.97263873
21041,.93372655
21043,.98536134
21045,.97479808
21047,.69821262
21049,.93293816
21051,.92859453
21053,.98094064
21055,.97958612
21057,.95106739
21059,.93228179
21061,.97937948
21063,.98627824
21065,.98663843
21067,.78800428
21069,.96810597
21071,.97384959
21073,.87598711
21075,.74761778
21077,.96099108
21079,.95258904
21081,.97672766
21083,.91812104
21085,.97701526
21087,.95634919
21089,.97660756
21091,.97394389
21093,.81973153
21095,.95050126
21097,.95148528
21099,.92087144
21101,.90722227
21103,.9303931
21105,.87685293
21107,.91751105
21109,.98703063
21111,.77710658
21113,.93594515
21115,.98178416
21117,.93852144
21119,.97744751
21121,.97416991
21123,.93956888
21125,.97249651
21127,.98585105
21129,.94691533
21131,.98636353
21133,.98318326
21135,.98562181
21137,.95612288
21139,.97997248
21141,.9005658
21143,.91764164
21145,.87073904
21147,.97498852
21149,.98094583
21151,.92451024
21153,.98944193
21155,.88798636
21157,.98074055
21159,.98695308
21161,.90826982
21163,.92113054
21165,.96950036
21167,.93497723
21169,.96902215
21171,.95087832
21173,.94301409
21175,.94058418
21177,.93736923
21179,.92071444
21181,.97993356
21183,.97160244
21185,.93068653
21187,.9656263
21189,.98500735
21191,.98081285
21193,.96806026
21195,.97818619
21197,.97965735
21199,.9690901
21201,.98543692
21203,.98322093
21205,.95336401
21207,.97696817
21209,.91470188
21211,.85222095
21213,.87289494
21215,.96751398
21217,.93074811
21219,.88830447
21221,.87534028
21223,.97208327
21225,.84219539
21227,.86444485
21229,.89591163
21231,.961456
21233,.92911273
21235,.97759861
21237,.98811758
21239,.90313721
22001,.81105417
22003,.68724656
22005,.77089781
22007,.67527056
22009,.68545234
22011,.83668423
22013,.55075103
22015,.74946541
22017,.54983789
22019,.74526459
22021,.79559869
22023,.93484294
22025,.70949328
22027,.51951253
22029,.60834163
22031,.5721361
22033,.56820714
22035,.32781702
22037,.51616091
22039,.70932668
22041,.67294919
22043,.87032878
22045,.66299677
22047,.4858028
22049,.71708143
22051,.65996134
22053,.8064025
22055,.73916483
22057,.82738107
22059,.85626245
22061,.58570451
22063,.93908
22065,.39077997
22067,.5722208
22069,.57832408
22071,.32523957
22073,.66365147
22075,.74099946
22077,.61223578
22079,.675574
22081,.58572549
22083,.61681509
22085,.71639752
22087,.84289116
22089,.69707572
22091,.4575254
22093,.5155986
22095,.50509626
22097,.58466983
22099,.66479373
22101,.63127863
22103,.85731608
22105,.70183671
22107,.42666894
22109,.74084026
22111,.70007676
22113,.82873076
22115,.72962773
22117,.6862185
22119,.66274709
22121,.63006186
22123,.79674798
22125,.53162962
22127,.66035736
23001,.96411496
23003,.9641397
23005,.95278299
23007,.97575957
23009,.97222602
23011,.96996516
23013,.97895396
23015,.98134494
23017,.97860277
23019,.96214896
23021,.97481936
23023,.95983392
23025,.97675294
23027,.97525793
23029,.92989397
23031,.97131771
24001,.91884428
24003,.7934429
24005,.73115528
24009,.83040017
24011,.80850625
24013,.95035505
24015,.92506999
24017,.67916614
24019,.6791122
24021,.87945616
24023,.98431218
24025,.86326653
24027,.73298669
24029,.78502017
24031,.59729153
24033,.25046876
24035,.87930566
24037,.80156523
24039,.52962601
24041,.8163144
24043,.90075797
24045,.71975321
24047,.81294632
24510,.33386105
25001,.93404132
25003,.94171256
25005,.89415246
25007,.89882505
25009,.82949883
25011,.94422215
25013,.74665505
25015,.88901937
25017,.83567905
25019,.87531066
25021,.87918764
25023,.88010091
25025,.52764255
25027,.8681426
26001,.97435284
26003,.87133819
26005,.91292995
26007,.97811759
26009,.96177793
26011,.94571018
26013,.78237951
26015,.96542442
26017,.92770374
26019,.9548077
26021,.78984147
26023,.91747409
26025,.83020324
26027,.88539928
26029,.95838594
26031,.94385415
26033,.75310129
26035,.96670294
26037,.94678438
26039,.95822591
26041,.95515954
26043,.97540712
26045,.88949162
26047,.93802506
26049,.7772758
26051,.97056937
26053,.92513818
26055,.95601171
26057,.89456487
26059,.96797031
26061,.95021755
26063,.96801102
26065,.77648151
26067,.90357792
26069,.96267658
26071,.96019906
26073,.90233064
26075,.8768881
26077,.8427667
26079,.96923786
26081,.81827742
26083,.94611037
26085,.84155887
26087,.94619197
26089,.92099559
26091,.89529532
26093,.96325928
26095,.82389426
26097,.79707581
26099,.91711283
26101,.92635036
26103,.94753534
26105,.94039977
26107,.91876972
26109,.95741749
26111,.94538397
26113,.96921778
26115,.94238448
26117,.93534935
26119,.97856176
26121,.80540526
26123,.92940462
26125,.82277137
26127,.85771388
26129,.96558338
26131,.96789479
26133,.96831244
26135,.97289258
26137,.97014159
26139,.88716817
26141,.97698456
26143,.97321641
26145,.75233048
26147,.93705451
26149,.9130435
26151,.95416868
26153,.88238895
26155,.96280384
26157,.94747066
26159,.85001969
26161,.76608193
26163,.55697095
26165,.96685183
27001,.96056944
27003,.9298802
27005,.8925643
27007,.76217043
27009,.95984727
27011,.98279268
27013,.93963188
27015,.96939063
27017,.91184574
27019,.94205409
27021,.86888701
27023,.95945227
27025,.96484441
27027,.92313141
27029,.89110786
27031,.8907584
27033,.94565171
27035,.97309542
27037,.9029218
27039,.95866847
27041,.98152113
27043,.95183223
27045,.98568499
27047,.92124265
27049,.96097755
27051,.9811421
27053,.7945143
27055,.98063409
27057,.95859295
27059,.97109818
27061,.94292861
27063,.96155483
27065,.96632957
27067,.90242767
27069,.97324502
27071,.95716184
27073,.987176
27075,.9770515
27077,.96661878
27079,.94988507
27081,.98425496
27083,.91711611
27085,.94931495
27087,.62946779
27089,.96090639
27091,.96792978
27093,.96750778
27095,.93219572
27097,.98074269
27099,.92888039
27101,.97472209
27103,.95383137
27105,.81227279
27107,.93567938
27109,.896254
27111,.96537393
27113,.96396649
27115,.93112618
27117,.96364671
27119,.92466289
27121,.98599094
27123,.75586677
27125,.97337365
27127,.94405639
27129,.93736303
27131,.90574175
27133,.96639156
27135,.95518291
27137,.9443931
27139,.92517155
27141,.96346033
27143,.93425411
27145,.95267165
27147,.93358046
27149,.95652801
27151,.91901028
27153,.96560776
27155,.95505065
27157,.96995914
27159,.97245717
27161,.9315514
27163,.92483699
27165,.82670951
27167,.96832395
27169,.9502961
27171,.97209388
27173,.95260561
28001,.47970098
28003,.87167096
28005,.55829179
28007,.58175009
28009,.62233728
28011,.34399742
28013,.69318277
28015,.62129349
28017,.56094939
28019,.67883188
28021,.15481
28023,.64835078
28025,.42635143
28027,.30568489
28029,.48921028
28031,.64331555
28033,.84909546
28035,.64473659
28037,.63022619
28039,.88639987
28041,.71872473
28043,.59595472
28045,.90132278
28047,.73610407
28049,.40711874
28051,.2022177
28053,.26713783
28055,.36147758
28057,.92219204
28059,.76597923
28061,.47177291
28063,.13255039
28065,.41416296
28067,.71423066
28069,.38963076
28071,.716479
28073,.85405582
28075,.61319792
28077,.6711536
28079,.55812079
28081,.74097145
28083,.30658656
28085,.70128644
28087,.57063377
28089,.61136127
28091,.66986674
28093,.48693636
28095,.68986714
28097,.53709328
28099,.64699918
28101,.64486915
28103,.29240918
28105,.58087343
28107,.50779718
28109,.8525089
28111,.75995362
28113,.51831752
28115,.83539927
28117,.8539142
28119,.30643639
28121,.79919624
28123,.55288261
28125,.2928929
28127,.64098263
28129,.75828773
28131,.79419786
28133,.28908238
28135,.37766352
28137,.6737175
28139,.81261861
28141,.94285297
28143,.26459357
28145,.82871234
28147,.5404802
28149,.56451738
28151,.36006624
28153,.61793822
28155,.77278864
28157,.31123137
28159,.54712594
28161,.59955317
28163,.40678805
29001,.95082659
29003,.97810376
29005,.96679032
29007,.90454739
29009,.92526633
29011,.96318156
29013,.96787184
29015,.97230619
29017,.97400683
29019,.8440271
29021,.91120344
29023,.91877854
29025,.9794513
29027,.91501915
29029,.9704119
29031,.91710073
29033,.96400106
29035,.95752662
29037,.9428367
29039,.96026081
29041,.95591241
29043,.96510631
29045,.98356098
29047,.90836102
29049,.95918268
29051,.89204657
29053,.89365309
29055,.97703689
29057,.96804529
29059,.96839404
29061,.982593
29063,.87771648
29065,.96607119
29067,.96361703
29069,.87710297
29071,.97008479
29073,.98424292
29075,.97998494
29077,.93135726
29079,.96743119
29081,.97799981
29083,.96231991
29085,.97041786
29087,.98196828
29089,.9082616
29091,.95665634
29093,.96411198
29095,.70970523
29097,.9126209
29099,.96800232
29101,.89054036
29103,.98083377
29105,.96158779
29107,.94972819
29109,.94388062
29111,.95707774
29113,.95571178
29115,.97459048
29117,.9597283
29119,.84778279
29121,.9562301
29123,.97897893
29125,.96697342
29127,.92908543
29129,.98576295
29131,.97320259
29133,.78914815
29135,.91546398
29137,.94220036
29139,.95537764
29141,.96844077
29143,.83315665
29145,.92409909
29147,.96008778
29149,.93711501
29151,.9820022
29153,.96929592
29155,.71086532
29157,.97845203
29159,.90994227
29161,.92592388
29163,.87610036
29165,.89925289
29167,.96393043
29169,.75743431
29171,.98705375
29173,.97614151
29175,.89968306
29177,.95885307
29179,.95166022
29181,.96407765
29183,.93774748
29185,.96746314
29186,.97564554
29187,.95791912
29189,.76711392
29195,.87937015
29197,.97993648
29199,.98108315
29201,.87817001
29203,.9447915
29205,.97469884
29207,.96870834
29209,.96976233
29211,.89724058
29213,.94670242
29215,.95705163
29217,.96577078
29219,.94829166
29221,.950876
29223,.97282219
29225,.95445192
29227,.98698574
29229,.97127593
29510,.44402775
30001,.94423962
30003,.35360304
30005,.50584537
30007,.96146488
30009,.9629631
30011,.98455882
30013,.89736408
30015,.83759338
30017,.95996571
30019,.95736241
30021,.96968013
30023,.9460429
30025,.98343319
30027,.96658462
30029,.95442998
30031,.95515299
30033,.98827207
30035,.34008545
30037,.97888678
30039,.95265019
30041,.77623087
30043,.95252389
30045,.98153716
30047,.7040562
30049,.94382185
30051,.99073213
30053,.9514671
30055,.96256953
30057,.96014905
30059,.96790892
30061,.93640459
30063,.93122721
30065,.95968342
30067,.95478684
30069,.98174441
30071,.88785046
30073,.82535303
30075,.97039831
30077,.9152084
30079,.9766472
30081,.95565999
30083,.95365167
30085,.41470918
30087,.61410087
30089,.91189253
30091,.96422154
30093,.93726337
30095,.95934331
30097,.9606539
30099,.95671374
30101,.93199003
30103,.95586526
30105,.8757872
30107,.96370077
30109,.9775281
30111,.9120093
31001,.92409086
31003,.98527503
31005,.9572072
31007,.93894994
31009,.98799312
31011,.98752779
31013,.87657267
31015,.988105
31017,.98127657
31019,.93033826
31021,.96837801
31023,.97619539
31025,.96899104
31027,.98854971
31029,.95870209
31031,.9382565
31033,.93800735
31035,.95454121
31037,.70730144
31039,.935624
31041,.97948271
31043,.71026295
31045,.9237839
31047,.71964389
31049,.95996189
31051,.93503177
31053,.94339246
31055,.80085188
31057,.94720769
31059,.97119862
31061,.98685068
31063,.97967088
31065,.97614574
31067,.97262555
31069,.97294939
31071,.98159832
31073,.98040128
31075,.98259705
31077,.97899777
31079,.83680171
31081,.97925216
31083,.98494452
31085,.96441948
31087,.97428477
31089,.98458964
31091,.97828865
31093,.98037088
31095,.97663027
31097,.92037594
31099,.96772021
31101,.94490874
31103,.95727366
31105,.94546342
31107,.91191852
31109,.89332926
31111,.92721868
31113,.97674417
31115,.9775281
31117,.97185743
31119,.8862763
31121,.97200441
31123,.88602942
31125,.97919762
31127,.97118121
31129,.98457366
31131,.96304303
31133,.98542273
31135,.96562499
31137,.96572125
31139,.98175615
31141,.91777313
31143,.98302805
31145,.96258342
31147,.95089388
31149,.98804098
31151,.89561802
31153,.88755888
31155,.97878432
31157,.79539406
31159,.97447097
31161,.8762247
31163,.98040986
31165,.9654237
31167,.95871335
31169,.98161358
31171,.98765433
31173,.45058489
31175,.97476929
31177,.97526908
31179,.96154046
31181,.97794545
31183,.99097067
31185,.96188581
32001,.80726457
32003,.65095478
